"records__id","records__createdTime","records__fields__Fundraising Round","records__fields__Date","records__fields__Amount","records__fields__Announcement ","records__fields__Stage","records__fields__Investors__001","records__fields__Investors__002","records__fields__Investors__003","records__fields__Investors__004","records__fields__Investors__005","records__fields__Investors__006","records__fields__Investors__007","records__fields__Investors__008","records__fields__Investors__009","records__fields__Investors__010","records__fields__Investors__011","records__fields__Investors__012","records__fields__Investors__013","records__fields__Investors__014","records__fields__Investors__015","records__fields__Company__-","records__fields__Type (Stage)","records__fields__Source__label","records__fields__Source__url","records__fields__Category__-","records__fields__Sector__-","records__fields__Sector (from Company)__-","records__fields__Category (from Company)__-","offset"
"rec88ylUqGHAdpJb2","2025-03-07T22:38:54.000Z","HawkEye 360 – Strategic","2022-01-06","5000000","https://www.he360.com/hawkeye-360-adds-leidos-as-investor-to-bring-series-d-round-to-150-million/","Late Stage Venture","recbtamsfIORUNxBt","","","","","","","","","","","","","","","recdj7iXjiRgvJ2nI","Strategic","↗","https://www.he360.com/hawkeye-360-adds-leidos-as-investor-to-bring-series-d-round-to-150-million/","recVXgbGCCmryjUeM","recbNSQvv1IdUAXMq","recbNSQvv1IdUAXMq","recVXgbGCCmryjUeM",""
"rec8DISUA5aRAsXch","2025-03-18T23:05:42.000Z","Rocket Lab – Series E","2018-11-15","140000000","https://www.rocketlabusa.com/updates/rocket-lab-announces-140-million-in-new-funding/","","recr90tPBNYLRWUR2","rec9k8bbbEZzTqSds","rec28VES0eiWren0e","recg43qSL3iEwNxIn","recBueZ4mm4y0iwV2","recxkbWbIQUW3MfSt","recdvmwPepXJLMh0I","","","","","","","","","recOzrWsldJfiMCr4","Series E","↗","https://www.rocketlabusa.com/updates/rocket-lab-announces-140-million-in-new-funding/","recVXgbGCCmryjUeM","recysV1dDK9D0NT31","recysV1dDK9D0NT31","recVXgbGCCmryjUeM",""
"rec8Dw5L65Wk4FFQL","2025-03-19T20:14:31.000Z","Impulse Space – Series B","2024-10-01","150000000","https://www.impulsespace.com/updates/impulse-space-secures-dollar150m-in-series-b-funding-to-support-ongoing-company-momentum","Early Stage Venture","recGzauRoov9AeqdU","recgwY9lunJDGn48A","recV7h07hGENETEvE","recI2OZMYPxqbI66I","recdtewg4DkNpVFPR","recdlWlhuUCehKFEH","recqZgmp5cnUMGTWL","rechnturEBzk5jlLb","recp1nxVLWk7LfBKN","recROajWA8lFFr0HG","reccWAeZjgUieVIFt","rechSRfDcud0DhEN4","recvFdOT7vcd1W3Uh","recdVQavkBoIL34zG","recd2I4tg1ZvVcB7c","rec1N9LDpw5Qub0QG","Series B","↗","https://www.impulsespace.com/updates/impulse-space-secures-dollar150m-in-series-b-funding-to-support-ongoing-company-momentum","recVXgbGCCmryjUeM","recysV1dDK9D0NT31","recysV1dDK9D0NT31","recVXgbGCCmryjUeM",""
"rec8EBo2AH11oDwlK","2025-03-18T17:15:01.000Z","Vatn Systems – Seed","2024-11-12","13000000","https://www.prnewswire.com/news-releases/vatn-systems-raises-13-million-seed-round-to-advance-autonomous-underwater-vehicles-for-us-defense-302301937.html","Seed","recP3IpcR5OU2pIlf","recfYkDxwoHoj1XHV","rechnturEBzk5jlLb","recphSq4u0qUDbrUr","recy18iHv3BGchniu","recD4EWRX5iXDy74X","recqgTCGaKR9qtd56","recfpWURGfN4ebWa7","recHKlHKegNUvIngp","reckCWm8LEtn694nW","rec20KmRXwrBvrc4K","recEAZBo7dgIO1Y6K","","","","recz5eJZELolYcFor","Seed","↗","https://www.prnewswire.com/news-releases/vatn-systems-raises-13-million-seed-round-to-advance-autonomous-underwater-vehicles-for-us-defense-302301937.html","reck9rb9NUDRVYQm5","recApW4w70x92IwWB","recApW4w70x92IwWB","reck9rb9NUDRVYQm5",""
"rec8JjqAgi0SOdgjX","2025-03-18T00:39:51.000Z","Shift5 – Series B","2023-06-07","83000000","https://www.axios.com/2023/06/07/defense-contractor-shift5-closes-83m-series-b-round","Early Stage Venture","rec8ZrgQcLvBJ25jb","reck2NDgtWAd3qMFw","","","","","","","","","","","","","","recuYCdtJqWuQr9Sj","Series B","↗","https://www.axios.com/2023/06/07/defense-contractor-shift5-closes-83m-series-b-round","recuShUrIV9xrXGLE","recVn88k2eVvGtlan","recVn88k2eVvGtlan","recuShUrIV9xrXGLE",""
"rec9mZx6oLqV6ITWH","2025-03-05T19:00:17.000Z","Epirus – Series D","2025-03-05","250000000","https://www.epirusinc.com/press-releases/epirus-closes-250m-series-d-to-hyperscale-leonidas-production-capability-for-critical-asset-protection","Late Stage Venture","reccTnWWnqOapE9LG","recn01BqGblrr0oDA","recMqsx5hcBORcUgW","rec06dhnK5vnO79xO","rec8A02TKny480G09","recMdqHMacaNuvo04","recmJC5GLoULvo25B","recmLIfw7I47BdQrb","recf3w0VPF1pzDoU6","recs9Xgi0uo70dPdy","","","","","","recWKiHC4wMW3K8fG","Series D","↗","https://www.epirusinc.com/press-releases/epirus-closes-250m-series-d-to-hyperscale-leonidas-production-capability-for-critical-asset-protection","recnikZjj0rLnQKC5","recoPDBS8ouMSMfWY","recoPDBS8ouMSMfWY","recnikZjj0rLnQKC5",""
"rec9xT7uGFzKwWwww","2025-03-05T23:03:12.000Z","Helsing – Series C","2024-07-10","487000000","https://helsing.ai/newsroom/helsing-further-strengthens-european-defence-capabilities-with-funding-round","Late Stage Venture","recj33oP2ndWNbQyD","recexqLSn9yjhPdyP","receRUE1OeDjrszvo","recHKkxAsCY8qDfT5","reckzI5lsxnGTU2Fy","recfvq86Bb1AmBUDz","receYpA9tK2dqF3Iv","","","","","","","","","rechOi7KYOUmGrlxO","Series C","↗","https://helsing.ai/newsroom/helsing-further-strengthens-european-defence-capabilities-with-funding-round","recuShUrIV9xrXGLE","recEot4SDR5eKe31b","recEot4SDR5eKe31b","recuShUrIV9xrXGLE",""
"recAFEwgkK00ip04h","2025-03-17T22:00:01.000Z","Esper Satellite Imagery – Seed","2025-03-04","3100000","https://payloadspace.com/esper-satellites-raises-3-1m-seed-round/","Seed","recvqSgxTmvYtlZhO","recuWQy5j0kRY2CM7","","","","","","","","","","","","","","recDGV4FyDzq6Awh7","Seed","↗","https://payloadspace.com/esper-satellites-raises-3-1m-seed-round/","recVXgbGCCmryjUeM","recbNSQvv1IdUAXMq","recbNSQvv1IdUAXMq","recVXgbGCCmryjUeM",""
"recAJhD8jGhrZowEq","2025-03-18T00:39:42.000Z","Gecko Robotics – Series C","2023-12-05","173000000","https://www.geckorobotics.com/news/gecko-robotics-raises-usd100-million-to-extend-its-series-c-funding-enabling","Late Stage Venture","reckWQTR7sV9Vx1pT","recGzauRoov9AeqdU","recOt0vyMZHtkOvss","recmSQaLZOOSx5ueh","recNgUXoULoaH7lOa","recSu8tylV07Bk2DC","recIsj6l9C7LLVD0H","recH3k2G6pXulx6x4","recs59UPyOgoCwFon","","","","","","","recFW58gHq4EqB5GX","Series C","↗","https://www.geckorobotics.com/news/gecko-robotics-raises-usd100-million-to-extend-its-series-c-funding-enabling","recLSNFkL4Mx5vIAj","recLUAIJ8W4jUAoHX","recLUAIJ8W4jUAoHX","recLSNFkL4Mx5vIAj",""
"recAc10wn8LrMTEoT","2025-03-01T18:02:10.000Z","Saronic – Series C","2025-02-18","600000000","https://www.prnewswire.com/news-releases/saronic-raises-600m-series-c-to-take-on-autonomous-shipbuilding-302379441.html","Late Stage Venture","recexqLSn9yjhPdyP","recj33oP2ndWNbQyD","recZmfr98DI6XMvbN","reccTnWWnqOapE9LG","recDtmxZfkMJF2pWx","","","","","","","","","","","rec0Yyo4zatqEJdTj","Series C","↗","https://www.prnewswire.com/news-releases/saronic-raises-600m-series-c-to-take-on-autonomous-shipbuilding-302379441.html","reck9rb9NUDRVYQm5","recApW4w70x92IwWB","recApW4w70x92IwWB","reck9rb9NUDRVYQm5",""
"recBGn6B1Ynxzyztu","2025-03-06T18:59:12.000Z","Skydio – Series D","2021-03-01","170000000","https://www.skydio.com/blog/autonomous-drone-skydio-announces-170-million-series-d-funding","Late Stage Venture","recZmfr98DI6XMvbN","rec3dt1YLWkru7bpC","recYbvznQbI32BNf2","rec8dqiHHKWUDQLuZ","recufAdQNocBA8mgP","","","","","","","","","","","recN7l5hjhx4FJObv","Series D","↗","https://www.skydio.com/blog/autonomous-drone-skydio-announces-170-million-series-d-funding","reck9rb9NUDRVYQm5","recxDRZMpAit2jx2p","recxDRZMpAit2jx2p","reck9rb9NUDRVYQm5",""
"recBJf7lHcYle3Zz8","2025-03-05T01:26:48.000Z","Second Front Systems – Seed","2021-01-27","8100000","https://www.secondfront.com/resources/news/seed-round-2021/","Seed","reccTnWWnqOapE9LG","recnATolEFSwLNKaF","rec0nSyrLsUUKYccE","rechmqBHCC5FNalTY","recCs9KlVHrqW8eKO","rec3baywzI7MGPZWV","","","","","","","","","","rec02fPErV66Stuoo","Seed","↗","https://www.secondfront.com/resources/news/seed-round-2021/","recuShUrIV9xrXGLE","reciu5ST3fEX65k4T","reciu5ST3fEX65k4T","recuShUrIV9xrXGLE",""
"recBewZRZJmixePAl","2025-03-19T18:37:17.000Z","EpiSci – Pre-Seed","2023-04-20","0","https://www.episci.com/newsroom/z70zktrf3b7d8g38o3cwosorx12fq1","Seed","recEAZBo7dgIO1Y6K","recfYkDxwoHoj1XHV","rechnturEBzk5jlLb","recJPsjJu9Ah1BvDm","","","","","","","","","","","","recRe3rJHVoOxhSzJ","Pre-Seed","↗","https://www.episci.com/newsroom/z70zktrf3b7d8g38o3cwosorx12fq1","recuShUrIV9xrXGLE","recEot4SDR5eKe31b","recEot4SDR5eKe31b","recuShUrIV9xrXGLE",""
"recBj3X2wxuMTJyUS","2025-03-05T19:14:19.000Z","Epirus – Series C","2022-02-15","200000000","https://www.epirusinc.com/press-releases/epirus-raises-200-million-in-series-c-funding","Late Stage Venture","rec89pSlL1pWTtxGq","reccTnWWnqOapE9LG","recel410N5zZUNRd6","recpsx3oZvnKdM0i4","reciEvGQMn3Dxuf3Y","recmLIfw7I47BdQrb","recs9Xgi0uo70dPdy","recBSD5pic3V5g5zb","rec8ZrgQcLvBJ25jb","rec20MKOJ5QdlLOho","recduNnRNu9VOM2eZ","recEr6TYg49zSDbZr","recf3w0VPF1pzDoU6","","","recWKiHC4wMW3K8fG","Series C","↗","https://www.epirusinc.com/press-releases/epirus-raises-200-million-in-series-c-funding","recnikZjj0rLnQKC5","recoPDBS8ouMSMfWY","recoPDBS8ouMSMfWY","recnikZjj0rLnQKC5",""
"recCASJHETzZ7NLqY","2025-03-12T22:57:03.000Z","Cambium – Series A","2023-12-05","19000000","https://www.cambium-usa.com/wp-content/uploads/2023/12/Cambium-Series-A-announcement.pdf","Early Stage Venture","recTPeBPKlKRT1GK4","reccTnWWnqOapE9LG","rec2Qoy7fLg9PtfXx","rec3PacCK4mmBWZSU","recjpraTX29NJpOuR","recs9Xgi0uo70dPdy","rec4jid1Kxhou4WIn","recOcpxImpEqhtGDt","reccnGdkfOJ02CaH5","","","","","","","recIjimNiFWpxDGIC","Series A","↗","https://www.cambium-usa.com/wp-content/uploads/2023/12/Cambium-Series-A-announcement.pdf","recLSNFkL4Mx5vIAj","rec9RNyhjZR1TzWus","rec9RNyhjZR1TzWus","recLSNFkL4Mx5vIAj",""
"recCmxo4KawGIWoQi","2025-03-19T19:07:38.000Z","Galvanick – Seed","2023-06-01","10000000","https://www.businesswire.com/news/home/20230601005184/en/Galvanick-Announces-%2410-Million-in-Seed-Funding-for-Its-Industrial-Cybersecurity-Platform","Seed","recKJ3XQIVnOQFN3m","recGzauRoov9AeqdU","recyCyEro3BVcLewQ","recrpChe5qJAycWwA","reccgfGgB9aSuKsdo","recOhYY6sIMdcaQuf","rec7jZlB9vhFJJUWJ","recYfjBBxGdSwCQfL","","","","","","","","recVgajtFRkWxn0GE","Seed","↗","https://www.businesswire.com/news/home/20230601005184/en/Galvanick-Announces-%2410-Million-in-Seed-Funding-for-Its-Industrial-Cybersecurity-Platform","recuShUrIV9xrXGLE","recVn88k2eVvGtlan","recVn88k2eVvGtlan","recuShUrIV9xrXGLE",""
"recCwJRzwWqraehWo","2025-03-06T18:59:12.000Z","Skydio – Series C","2020-07-13","100000000","https://www.skydio.com/blog/skydio-raises-100-million","Late Stage Venture","rec8dqiHHKWUDQLuZ","recYg13w0RCQYe3mh","recAwgXvCZo2GUPXu","recZmfr98DI6XMvbN","recYbvznQbI32BNf2","recV4pkB7zclJZr5i","","","","","","","","","","recN7l5hjhx4FJObv","Series C","↗","https://www.skydio.com/blog/skydio-raises-100-million","reck9rb9NUDRVYQm5","recxDRZMpAit2jx2p","recxDRZMpAit2jx2p","reck9rb9NUDRVYQm5",""
"recDBvePS4EgAicMc","2025-03-08T00:00:22.000Z","Nominal – Seed","2024-04-22","7500000","https://www.businesswire.com/news/home/20240418799842/en/Nominal-Emerges-From-Stealth-With-Backing-From-General-Catalyst-Lux-Capital-Founders-Fund-for-Navigating-Mission-Critical-Data-Analytics","Seed","recgwY9lunJDGn48A","recGzauRoov9AeqdU","","","","","","","","","","","","","","recNsT1WWhgwC0uxV","Seed","↗","https://www.businesswire.com/news/home/20240418799842/en/Nominal-Emerges-From-Stealth-With-Backing-From-General-Catalyst-Lux-Capital-Founders-Fund-for-Navigating-Mission-Critical-Data-Analytics","recuShUrIV9xrXGLE","reciu5ST3fEX65k4T","reciu5ST3fEX65k4T","recuShUrIV9xrXGLE",""
"recEQYRuRu1XJoINQ","2025-03-05T23:08:49.000Z","Dream Security – Series A","2023-11-07","33600000","https://www.wsj.com/articles/ex-ceo-of-nso-group-raises-33-6-million-for-israeli-cyber-startup-ae8e7399","Early Stage Venture","rec9PXhVeR3VrJObp","rec0cIqfn0NOe9Mrw","","","","","","","","","","","","","","rectiA0gQsACXRp0u","Series A","↗","https://www.wsj.com/articles/ex-ceo-of-nso-group-raises-33-6-million-for-israeli-cyber-startup-ae8e7399","recuShUrIV9xrXGLE","recVn88k2eVvGtlan","recVn88k2eVvGtlan","recuShUrIV9xrXGLE",""
"recEhPkVJrooVSpVK","2025-03-14T19:11:05.000Z","Divergent Technologies – Series D","2023-11-13","230000000","https://www.prnewswire.com/news-releases/divergent-technologies-inc-announces-closing-of-upsized-230-million-series-d-capital-raise-301985962.html","Late Stage Venture","recKRQ67If27vww79","","","","","","","","","","","","","","","rectYZq8whVton27d","Series D","↗","https://www.prnewswire.com/news-releases/divergent-technologies-inc-announces-closing-of-upsized-230-million-series-d-capital-raise-301985962.html","recLSNFkL4Mx5vIAj","recu1BZw3cCaj0pqj","recu1BZw3cCaj0pqj","recLSNFkL4Mx5vIAj",""
"recEkbpYPN38NMf6e","2025-03-07T19:22:09.000Z","Saronic – Series A","2023-10-10","55000000","https://www.prnewswire.com/news-releases/naval-maritime-autonomy-company-raises-55-million-in-series-a-fundraise-301951085.html","Early Stage Venture","recDtmxZfkMJF2pWx","reccTnWWnqOapE9LG","reckWQTR7sV9Vx1pT","recZmfr98DI6XMvbN","reckzI5lsxnGTU2Fy","recYvSoNgbossvLlR","recYfjBBxGdSwCQfL","recdVQavkBoIL34zG","recO65UiSIhLC1mRn","recqgTCGaKR9qtd56","","","","","","rec0Yyo4zatqEJdTj","Series A","↗","https://www.prnewswire.com/news-releases/naval-maritime-autonomy-company-raises-55-million-in-series-a-fundraise-301951085.html","reck9rb9NUDRVYQm5","recApW4w70x92IwWB","recApW4w70x92IwWB","reck9rb9NUDRVYQm5",""
"recF9jlvQ9erEThSJ","2025-03-06T23:06:37.000Z","Elroy Air – Undisclosed","","0","https://www.cooley.com/news/coverage/2024/2024-02-08-elroy-air-announces-nearly-50-million-in-new-funding","","rec7qx2QUkJnLsgOI","","","","","","","","","","","","","","","recJdhWCQrFlhi92V","Undisclosed","↗","https://www.cooley.com/news/coverage/2024/2024-02-08-elroy-air-announces-nearly-50-million-in-new-funding","","","","",""
"recFS2bRhGb1trDfn","2025-03-27T19:18:35.000Z","Allen Control Systems – Series A","2025-03-27","30000000","https://www.businesswire.com/news/home/20250326066567/en/Allen-Control-Systems-Raises-%2430-Million-Series-A-to-Accelerate-Deployment-of-Autonomous-Weapon-Systems-and-Counter-Rapidly-Proliferating-Drone-Threat","Early Stage Venture","recc3q2QdPWk8v4kE","recxgAID20aFnZCRb","reczok2kgP9PPiRpV","","","","","","","","","","","","","reccrYDJ9uuhYlhIc","Series A","↗","https://www.businesswire.com/news/home/20250326066567/en/Allen-Control-Systems-Raises-%2430-Million-Series-A-to-Accelerate-Deployment-of-Autonomous-Weapon-Systems-and-Counter-Rapidly-Proliferating-Drone-Threat","recnikZjj0rLnQKC5","recG3Dipb0iJYDkDY","recG3Dipb0iJYDkDY","recnikZjj0rLnQKC5",""
